timestamp,product_id,estimated_stock_pct,category,unit_price,quantity,temperature
2022-03-01 10:00:00,2cee124c-ca13-4b13-a20a-253900ca2b81,0.92,baked goods,5.49,2.0,1.28431
2022-03-01 10:00:00,2d2a0893-437e-4e57-94cf-d60deef4fcb5,0.29,personal care,5.49,3.0,1.28431
2022-03-01 10:00:00,32a2ea10-8010-4046-bf34-2117692ebd4a,0.01,snacks,3.19,2.0,1.28431
2022-03-01 10:00:00,3bc6c1ea-0198-46de-9ffd-514ae3338713,0.07,fruit,3.99,3.0,1.28431
2022-03-01 10:00:00,46867178-bebf-45ef-a894-5fd012d4cd4d,0.543333,dairy,9.49,5.0,1.28431
2022-03-01 10:00:00,508c8cb7-6447-4c2f-8843-84aeac9b0aad,0.11,baked goods,4.19,2.0,1.28431
2022-03-01 10:00:00,6370633a-ac41-42a1-a29e-56c14d63786f,0.9,vegetables,2.49,4.0,1.28431
2022-03-01 10:00:00,637f9056-b2c5-4376-9a0a-f3b188d7ca56,0.46,kitchen,17.19,3.0,1.28431
2022-03-01 10:00:00,6e8ccbee-64de-4ef7-b63b-ff72818cb29b,0.88,baby products,12.49,2.0,1.28431
2022-03-01 10:00:00,707e4237-191c-4cc9-85af-383a6c1cb2ab,0.65,cleaning products,16.99,1.0,1.28431
2022-03-01 10:00:00,7ad89727-c11d-4dc6-b14f-640c23c872f1,0.69,frozen,7.19,1.0,1.28431
2022-03-01 10:00:00,7bca9562-cea2-4f23-9ea0-14b532531af2,0.02,personal care,10.99,4.0,1.28431
2022-03-01 10:00:00,7c55cbd4-f306-4c04-a030-628cbe7867c1,0.36,fruit,0.19,7.0,1.28431
2022-03-01 10:00:00,7db29f14-00ad-4f09-bbce-ea391de6d675,0.25,condiments and sauces,3.99,2.0,1.28431
2022-03-01 10:00:00,7f478817-aa5b-44e9-9059-8045228c9eb0,0.145,meat,11.49,1.0,1.28431
2022-03-01 10:00:00,89968f6a-b575-46ff-b71e-2238826be41b,0.37,vegetables,1.49,4.0,1.28431
2022-03-01 10:00:00,93577f2e-d6cf-4a4f-aee6-4b4aa1e13924,0.485,seafood,17.99,1.0,1.28431
2022-03-01 10:00:00,951aba8f-b7fc-4fba-b188-b9978cb96304,0.95,cheese,5.49,3.0,1.28431
2022-03-01 10:00:00,981aca3e-e259-473e-a097-b2ee74bdc96e,0.73,baking,2.19,2.0,1.28431
2022-03-01 10:00:00,9965f6f9-87a8-44e9-9872-3e483bd0f8f1,0.28,baked goods,5.99,4.0,1.28431
2022-03-01 10:00:00,a13bd36b-acd1-402a-a009-4d1472e5e34a,0.56,vegetables,1.99,3.0,1.28431
2022-03-01 10:00:00,a4734239-0946-4508-8674-c758f829728d,0.51,dairy,7.19,3.0,1.28431
2022-03-01 10:00:00,aa8a13dc-c4bf-4743-89fc-7cc6ebb02215,0.285,packaged foods,3.49,2.0,1.28431
2022-03-01 10:00:00,add047b6-5946-49ff-8d86-17c0a7bfb763,0.96,cheese,6.49,1.0,1.28431
2022-03-01 10:00:00,adfbf330-cb1a-4c42-933d-f8fbee4696ad,0.545,canned foods,7.49,6.0,1.28431
2022-03-01 10:00:00,b2dfc42b-cf7f-458d-a2d4-9640e19b5c73,0.91,canned foods,8.19,5.0,1.28431
2022-03-01 10:00:00,be657df2-49cd-44fb-852e-7204b6c2c5ba,0.05,dairy,9.19,4.0,1.28431
2022-03-01 10:00:00,bfb96a0d-e52e-4a88-8aba-ecb79e39441d,0.45,vegetables,1.99,1.0,1.28431
2022-03-01 10:00:00,c62461d4-0add-4b63-bd67-5b9713078bfe,0.5,packaged foods,5.49,1.0,1.28431
2022-03-01 10:00:00,c6ffd15f-c133-47a2-93e5-828eb4ad3e26,0.98,vegetables,1.19,13.0,1.28431
2022-03-01 10:00:00,cb8ce677-5883-46e8-9c85-bf1c88841ef9,0.195,kitchen,18.99,4.0,1.28431
2022-03-01 10:00:00,cbab5824-54de-447f-8282-6683f5a27a47,0.25,seafood,10.19,2.0,1.28431
2022-03-01 10:00:00,ce8f3a04-d1a4-43b1-a7c2-fa1b8e7674c8,0.46,vegetables,4.19,4.0,1.28431
2022-03-01 10:00:00,d8c45766-c665-47e4-9868-b634255e5b43,0.74,condiments and sauces,9.19,4.0,1.28431
2022-03-01 10:00:00,dcf069af-eb15-4d2f-a779-f014df1d8868,0.625,frozen,11.19,1.0,1.28431
2022-03-01 10:00:00,e38c7944-afc4-4ea5-83fc-f50e65a44870,0.12,beverages,8.19,1.0,1.28431
2022-03-01 10:00:00,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,0.54,fruit,4.99,1.0,1.28431
2022-03-01 10:00:00,edf4ac93-4e14-4a3d-8c60-e715210cf3f9,0.705,packaged foods,6.99,1.0,1.28431
2022-03-01 10:00:00,fd66ac0b-3498-4613-8ec0-764686b0d864,0.5,baking,7.99,3.0,1.28431
2022-03-01 11:00:00,01f3cdd9-8e9e-4dff-9b5c-69698a0388d0,0.94,vegetables,1.49,8.0,-0.56
2022-03-01 11:00:00,049b2171-0eeb-4a3e-bf98-0c290c7821da,0.13,canned foods,2.49,4.0,-0.56
2022-03-01 11:00:00,04da844d-8dba-4470-9119-e534d52a03a0,0.65,fruit,0.49,4.0,-0.56
2022-03-01 11:00:00,0b59b73f-8950-4bbf-9125-03f5252a5f19,0.43,snacks,1.99,4.0,-0.56
2022-03-01 11:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,0.07,fruit,3.99,1.0,-0.56
2022-03-01 11:00:00,14736243-d346-438f-9535-d80fcb9f3882,0.55,fruit,1.49,2.0,-0.56
2022-03-01 11:00:00,19b5273d-0e12-4e92-aa60-4b9643fd33a8,0.45,baby products,10.19,2.0,-0.56
2022-03-01 11:00:00,1cf0b205-85d0-4f17-86e7-5f4a3b309f5e,0.843333,dairy,8.19,4.0,-0.56
2022-03-01 11:00:00,22b55005-75b7-4f7d-b13e-d445dff55038,0.16,kitchen,10.49,10.0,-0.56
2022-03-01 11:00:00,2b7c0e5d-3f56-4549-bb71-9a46fb975652,0.38,kitchen,16.19,4.0,-0.56
2022-03-01 11:00:00,3061055c-3ff5-4208-8041-5ae0edb3d94d,0.51,meat,16.19,4.0,-0.56
2022-03-01 11:00:00,34b5e479-bbf6-46ce-9af8-5425f4bca83e,0.08,cleaning products,17.19,1.0,-0.56
2022-03-01 11:00:00,35e00193-aa27-4121-87f4-6ac0d8a8671f,0.555,fruit,0.49,3.0,-0.56
2022-03-01 11:00:00,3c4d8881-cec2-4a4f-8915-74140a3c6db7,0.81,baby products,12.19,3.0,-0.56
2022-03-01 11:00:00,3c5686eb-27fd-4ff2-80a5-975cc1898d40,0.01,refrigerated items,6.49,4.0,-0.56
2022-03-01 11:00:00,4061b578-318d-4d23-899b-1c3e11192a09,0.795,cheese,10.99,3.0,-0.56
2022-03-01 11:00:00,4111902b-5c4f-4f6f-8768-557f1ca3f8d4,1.0,seafood,12.99,3.0,-0.56
2022-03-01 11:00:00,4c529bbb-2443-43c7-806d-6e09c86ea578,0.5,vegetables,4.49,3.0,-0.56
2022-03-01 11:00:00,4e7af07f-e739-4e42-b4a8-b3758acc1e8f,0.635,seafood,16.49,3.0,-0.56
2022-03-01 11:00:00,5ac95f45-65d3-4ef0-8689-3ff0d9059362,0.32,seafood,19.49,3.0,-0.56
2022-03-01 11:00:00,5ae51598-9593-4127-8b33-0fd8e108c8b1,0.4325,personal care,8.49,2.0,-0.56
2022-03-01 11:00:00,6370633a-ac41-42a1-a29e-56c14d63786f,0.486667,vegetables,2.49,6.0,-0.56
2022-03-01 11:00:00,68edf843-f13c-4ac8-bcf7-b3062266dbbb,0.43,vegetables,0.49,4.0,-0.56
2022-03-01 11:00:00,69dd6cf3-06a7-4485-ac73-500e515039bf,0.03,frozen,7.19,3.0,-0.56
2022-03-01 11:00:00,7d153c63-1dcf-4fc1-a9cb-b1287988b9b4,0.46,refrigerated items,7.19,1.0,-0.56
2022-03-01 11:00:00,83c88e75-20c2-45b1-be9d-6cb808707dfb,0.225,spices and herbs,4.19,4.0,-0.56
2022-03-01 11:00:00,89845097-f0ec-4702-bb65-85c67cf94490,0.11,pets,9.49,2.0,-0.56
2022-03-01 11:00:00,8fa6efd6-0cd5-4263-9ca9-6b8fd6ef0e3e,0.66,vegetables,1.49,3.0,-0.56
2022-03-01 11:00:00,9cccbee3-9bee-45a0-9e46-23e3f4b446e8,0.82,baking,2.49,7.0,-0.56
2022-03-01 11:00:00,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,0.243333,fruit,3.99,4.0,-0.56
2022-03-01 11:00:00,adfbf330-cb1a-4c42-933d-f8fbee4696ad,0.43,canned foods,7.49,3.0,-0.56
2022-03-01 11:00:00,b2dfc42b-cf7f-458d-a2d4-9640e19b5c73,0.03,canned foods,8.19,1.0,-0.56
2022-03-01 11:00:00,bd979a49-2c7f-4d2d-9d09-a913b7460dd0,0.85,condiments and sauces,9.19,1.0,-0.56
2022-03-01 11:00:00,bfb96a0d-e52e-4a88-8aba-ecb79e39441d,0.66,vegetables,1.99,1.0,-0.56
2022-03-01 11:00:00,c6aa6abb-3bad-4111-96ac-baf7d0a91195,0.6125,meat,12.19,3.0,-0.56
2022-03-01 11:00:00,cb8ce677-5883-46e8-9c85-bf1c88841ef9,0.39,kitchen,18.99,2.0,-0.56
2022-03-01 11:00:00,ce8f3a04-d1a4-43b1-a7c2-fa1b8e7674c8,0.29,vegetables,4.19,1.0,-0.56
2022-03-01 11:00:00,e8e2570a-283e-41f4-9938-589217280f22,0.65,meat,8.99,4.0,-0.56
2022-03-01 11:00:00,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,0.635,fruit,4.99,1.0,-0.56
2022-03-01 11:00:00,f658605e-75f3-4fed-a655-c0903f344427,0.3,canned foods,8.99,12.0,-0.56
2022-03-01 12:00:00,0363eb21-8c74-47e1-a216-c37e565e5ceb,0.365,beverages,20.19,2.0,-0.537721
2022-03-01 12:00:00,0998699f-2fec-454e-b8b0-4f701947fef6,0.28,beverages,15.99,1.0,-0.537721
2022-03-01 12:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,0.2,fruit,3.99,9.0,-0.537721
2022-03-01 12:00:00,1cf0b205-85d0-4f17-86e7-5f4a3b309f5e,0.91,dairy,8.19,2.0,-0.537721
2022-03-01 12:00:00,1dbe2caf-d1ed-486d-be49-13697c170a30,0.39,kitchen,18.49,5.0,-0.537721
2022-03-01 12:00:00,251f34cc-0a9b-4b24-b20c-fc19439e250b,0.74,refrigerated items,3.49,4.0,-0.537721
2022-03-01 12:00:00,323bd298-7417-45df-b9a6-28bfd9c5b09a,0.05,canned foods,7.19,6.0,-0.537721
2022-03-01 12:00:00,3b6cb6b3-cc32-43e9-9cc5-28f750eeb8cf,0.54,meat,20.49,7.0,-0.537721
2022-03-01 12:00:00,3bae2d8d-a9b7-46cf-ad0a-cf268768d934,0.89,baking,3.99,2.0,-0.537721
2022-03-01 12:00:00,3bc6c1ea-0198-46de-9ffd-514ae3338713,0.835,fruit,3.99,3.0,-0.537721
2022-03-01 12:00:00,3c5686eb-27fd-4ff2-80a5-975cc1898d40,0.33,refrigerated items,6.49,1.0,-0.537721
2022-03-01 12:00:00,4061b578-318d-4d23-899b-1c3e11192a09,0.97,cheese,10.99,4.0,-0.537721
2022-03-01 12:00:00,4e7af07f-e739-4e42-b4a8-b3758acc1e8f,0.12,seafood,16.49,1.0,-0.537721
2022-03-01 12:00:00,514dddbc-9f85-4527-b848-351f8a24bc13,0.69,packaged foods,2.49,5.0,-0.537721
2022-03-01 12:00:00,5da0c0fa-c01e-47a6-85b6-2bfb994fb96a,0.82,baked goods,10.19,1.0,-0.537721
2022-03-01 12:00:00,6370633a-ac41-42a1-a29e-56c14d63786f,0.55,vegetables,2.49,2.0,-0.537721
2022-03-01 12:00:00,69f591d5-3579-447e-a91f-a2ef6bb80b7d,0.33,baked goods,10.49,2.0,-0.537721
2022-03-01 12:00:00,6e7c011b-47f9-45bb-bc6a-c1b05cc51bb5,0.69,medicine,20.99,2.0,-0.537721
2022-03-01 12:00:00,6f90377e-bf10-44bb-8b76-d4b3a520f31e,0.735,cheese,6.49,1.0,-0.537721
2022-03-01 12:00:00,6fdec15b-fd57-4920-a84f-211532cbe46a,0.542,dairy,7.19,4.0,-0.537721
2022-03-01 12:00:00,70e2e525-5f68-4e6e-bbdb-2cd3a684888a,0.795,baked goods,4.99,4.0,-0.537721
2022-03-01 12:00:00,8e21dcec-d775-4969-8334-05a37a5fd189,0.725,packaged foods,2.99,1.0,-0.537721
2022-03-01 12:00:00,8fa6efd6-0cd5-4263-9ca9-6b8fd6ef0e3e,0.485,vegetables,1.49,2.0,-0.537721
2022-03-01 12:00:00,93577f2e-d6cf-4a4f-aee6-4b4aa1e13924,0.78,seafood,17.99,4.0,-0.537721
2022-03-01 12:00:00,9708cf5b-aa69-4320-a013-9d234c40e63f,0.37,cheese,13.99,4.0,-0.537721
2022-03-01 12:00:00,9a506969-5baa-4057-b55f-760c37506479,0.74,medicine,23.99,2.0,-0.537721
2022-03-01 12:00:00,a13bd36b-acd1-402a-a009-4d1472e5e34a,0.96,vegetables,1.99,1.0,-0.537721
2022-03-01 12:00:00,a40127d9-b081-4a0b-a154-011320a69c74,0.106667,snacks,1.49,4.0,-0.537721
2022-03-01 12:00:00,a614b853-9138-41fa-a268-e5753a63757d,0.71,baked goods,9.99,4.0,-0.537721
2022-03-01 12:00:00,a7c0a48f-0903-4c23-bb0a-d3dc25817c04,0.73,baking,2.49,1.0,-0.537721
2022-03-01 12:00:00,be657df2-49cd-44fb-852e-7204b6c2c5ba,0.64,dairy,9.19,3.0,-0.537721
2022-03-01 12:00:00,bfb96a0d-e52e-4a88-8aba-ecb79e39441d,0.405,vegetables,1.99,1.0,-0.537721
2022-03-01 12:00:00,c4355226-5f80-40ab-b3aa-de4344834a5d,0.65,canned foods,2.49,2.0,-0.537721
2022-03-01 12:00:00,c62461d4-0add-4b63-bd67-5b9713078bfe,0.03,packaged foods,5.49,1.0,-0.537721
2022-03-01 12:00:00,d8c45766-c665-47e4-9868-b634255e5b43,0.37,condiments and sauces,9.19,4.0,-0.537721
2022-03-01 12:00:00,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,0.83,fruit,4.99,4.0,-0.537721
2022-03-01 12:00:00,fd77b5cb-498c-40ca-95d1-0f87f13dd0d8,0.646667,snacks,3.19,2.0,-0.537721
2022-03-01 13:00:00,03f0b20e-3b5b-444f-bc39-cdfa2523d4bc,0.6275,pets,8.19,1.0,-0.188734
2022-03-01 13:00:00,04da844d-8dba-4470-9119-e534d52a03a0,0.22,fruit,0.49,4.0,-0.188734
2022-03-01 13:00:00,088aa3ae-70f3-45af-8d63-15102b71bead,0.19,dairy,9.49,2.0,-0.188734
2022-03-01 13:00:00,0f493675-d59d-45dd-9406-084932bf41c1,0.99,kitchen,13.19,3.0,-0.188734
2022-03-01 13:00:00,19ab62ef-c7aa-4035-a0fc-7c7d64721cda,0.57,kitchen,18.19,2.0,-0.188734
2022-03-01 13:00:00,1eb84ee8-0ace-44c8-8945-48b9c1b84499,0.48,condiments and sauces,9.49,3.0,-0.188734
2022-03-01 13:00:00,2ee429d6-3481-4b98-ae20-78d2585eccd1,0.415,baby products,14.99,4.0,-0.188734
2022-03-01 13:00:00,39d8c44f-8da7-41f6-89dd-6f928ecd0a2c,0.2,kitchen,15.49,3.0,-0.188734
2022-03-01 13:00:00,3bc41fec-bf85-4354-b832-d56751d2f283,0.89,meat,11.99,4.0,-0.188734
2022-03-01 13:00:00,3cf08828-7cff-47f4-8bfb-1c7aa3b2b407,0.32,personal care,3.49,3.0,-0.188734
2022-03-01 13:00:00,3e417ee2-f68c-4042-9f0e-b89ff3f14f62,0.775,packaged foods,7.19,4.0,-0.188734
2022-03-01 13:00:00,4a5b62f3-755f-4b82-9eaa-2e124d02d203,0.47,refrigerated items,10.99,4.0,-0.188734
2022-03-01 13:00:00,514dddbc-9f85-4527-b848-351f8a24bc13,0.1,packaged foods,2.49,6.0,-0.188734
2022-03-01 13:00:00,6232cdff-0954-496a-b645-09c79abbd6e0,0.5,refrigerated items,8.99,1.0,-0.188734
2022-03-01 13:00:00,707e4237-191c-4cc9-85af-383a6c1cb2ab,0.76,cleaning products,16.99,3.0,-0.188734
2022-03-01 13:00:00,75d576b8-dab5-4663-9523-ec5f07819535,0.485,personal care,6.99,2.0,-0.188734
2022-03-01 13:00:00,7f6922e9-b858-41c6-8765-9750bc5e8a86,0.54,refrigerated items,5.99,6.0,-0.188734
2022-03-01 13:00:00,80da8348-1707-403f-8be7-9e6deeccc883,0.24,fruit,0.19,3.0,-0.188734
2022-03-01 13:00:00,87553cf4-8b08-4dd0-a0ce-abac3a515af8,0.73,personal care,14.49,2.0,-0.188734
2022-03-01 13:00:00,95a6c33e-121a-41b4-be1f-0299d535f748,0.66,packaged foods,8.49,2.0,-0.188734
2022-03-01 13:00:00,99d5e147-5746-43d1-81e3-4a0faccc43bc,0.3,medicine,22.19,2.0,-0.188734
2022-03-01 13:00:00,9dac884e-865a-45a3-bb58-28bf02891ccf,0.08,meat,18.49,7.0,-0.188734
2022-03-01 13:00:00,aa8a13dc-c4bf-4743-89fc-7cc6ebb02215,0.98,packaged foods,3.49,7.0,-0.188734
2022-03-01 13:00:00,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,0.76,fruit,3.99,3.0,-0.188734
2022-03-01 13:00:00,adfbf330-cb1a-4c42-933d-f8fbee4696ad,0.96,canned foods,7.49,1.0,-0.188734
2022-03-01 13:00:00,c1ababe7-3f53-457b-8456-9effd86f18f1,0.17,dairy,8.19,1.0,-0.188734
2022-03-01 13:00:00,c6ffd15f-c133-47a2-93e5-828eb4ad3e26,0.97,vegetables,1.19,1.0,-0.188734
2022-03-01 13:00:00,e2cd61ba-d5b1-4515-982b-261da2b05f18,0.99,beverages,11.49,7.0,-0.188734
2022-03-01 13:00:00,e5aa230f-25f1-49a2-b8bf-816e95d53747,0.99,spices and herbs,4.99,2.0,-0.188734
2022-03-01 13:00:00,ecac012c-1dec-41d4-9ebd-56fb7166f6d9,0.4,fruit,4.99,10.0,-0.188734
2022-03-01 13:00:00,ed7f6b14-67c9-42a4-8576-c803020eedda,0.91,meat,19.99,5.0,-0.188734
2022-03-01 13:00:00,fbeb39cc-8cd0-4143-bdfb-77658a02dec9,0.573333,medicine,15.49,1.0,-0.188734
2022-03-01 14:00:00,01f3cdd9-8e9e-4dff-9b5c-69698a0388d0,0.88,vegetables,1.49,4.0,0.816969
2022-03-01 14:00:00,04da844d-8dba-4470-9119-e534d52a03a0,0.32,fruit,0.49,1.0,0.816969
2022-03-01 14:00:00,0f80f0b5-2488-46e1-a8b7-8bb24be25a40,0.89,frozen,13.19,4.0,0.816969
2022-03-01 14:00:00,107cb949-f28d-4a4d-969b-05d17f0f53a8,0.91,medicine,20.49,3.0,0.816969
2022-03-01 14:00:00,1648aa68-761e-439c-88d0-9e4163103fef,0.75,personal care,16.99,3.0,0.816969
2022-03-01 14:00:00,1cf0b205-85d0-4f17-86e7-5f4a3b309f5e,1.0,dairy,8.19,1.0,0.816969
2022-03-01 14:00:00,21a3dbd8-8da7-4c22-ac53-08945fcb7cc6,0.18,baking,8.19,4.0,0.816969
2022-03-01 14:00:00,21b94d7d-5ff9-4a69-aa1e-77d37e8068bf,0.32,cheese,9.99,3.0,0.816969
2022-03-01 14:00:00,2ee429d6-3481-4b98-ae20-78d2585eccd1,0.89,baby products,14.99,4.0,0.816969
2022-03-01 14:00:00,32a2ea10-8010-4046-bf34-2117692ebd4a,0.96,snacks,3.19,2.0,0.816969
2022-03-01 14:00:00,35e00193-aa27-4121-87f4-6ac0d8a8671f,0.27,fruit,0.49,6.0,0.816969
2022-03-01 14:00:00,3bc6c1ea-0198-46de-9ffd-514ae3338713,0.62,fruit,3.99,10.0,0.816969
2022-03-01 14:00:00,46867178-bebf-45ef-a894-5fd012d4cd4d,0.22,dairy,9.49,2.0,0.816969
2022-03-01 14:00:00,508c8cb7-6447-4c2f-8843-84aeac9b0aad,0.775,baked goods,4.19,3.0,0.816969
2022-03-01 14:00:00,69889c09-6d1a-4110-bb8b-a4670ab88ca6,0.81,frozen,7.49,10.0,0.816969
2022-03-01 14:00:00,731d3051-6ab4-45a2-a5fd-b3b045ebb480,0.34,pets,14.19,2.0,0.816969
2022-03-01 14:00:00,7629c8b7-16a3-458e-a327-0ccc346f70cf,0.65,cheese,4.99,4.0,0.816969
